BCE,BST1,BSTA,BST5,KWEA,KWEAD,KWEP,KWEPARKING,THEWING,THELEVEL
25.49,13,7.5,43,117,28.97,93,0.23,18.3,18.82
25.89,12,5,43,109,28.97,94,0.23,17.7,18.11
26.54,13,7.5,44,119,31.48,94,0.23,16.49,16.81
24.21,12,7.5,44,111,30.47,100,0.23,18.1,22.43
23.64,13,7.5,47,98,30.47,105,0.23,15.08,20.73
23.72,12,5,44,102,32.48,113,0.23,16.69,18.01
22.92,12,7.5,44,90,29.87,53,0.23,16.89,17.01
24.85,12,7.5,43,99,30.88,52,0.23,15.99,11.88
24.61,12,5,41,91,30.47,51,0.23,14.78,8.16
23.56,12,7.5,41,93,30.58,50,0.23,17.24,10.78
24.53,13,7.5,42,100,29.27,41,0.23,18.25,9.67
22.04,12,5,41,92,29.47,38,0.23,16.54,9.87
22.04,13,7.5,41,90,29.27,44,0.23,14.93,9.57
21.47,12,7.5,43,84,29.97,46,0.23,14.38,9.67
22.84,12,7.5,42,95,27.76,44,0.23,13.33,10.58
21.95,12,7.5,43,86,28.06,45,0.23,12.37,12.18
22.12,12,5,42,81,28.57,42,0.23,12.37,11.88
22.04,12,7.5,41,86,27.46,44,0.23,12.12,12.18
22.28,12,7.5,42,87,29.27,42,0.23,10.91,11.98
21.71,12,7.5,42,88,28.57,44,0.23,11.72,11.98
22.52,12,5,40,82,28.57,45,0.23,12.17,11.68
26.7,13,7.5,42,82,29.17,43,0.23,10.86,11.98
22.52,12,7.5,43,85,28.87,37,0.23,9.71,12.08
21.55,12,7.5,41,90,28.87,36,0.23,10.51,12.38
21.07,12,5,42,82,28.26,40,0.23,9.36,13.19
22.92,12,7.5,42,84,29.07,43,0.23,9.91,13.89
21.71,12,7.5,42,87,28.06,43,0.23,9.46,13.49
23.08,12,7.5,41,81,29.57,42,0.23,9.46,13.89
22.12,12,7.5,42,91,28.46,42,0.23,8.45,13.59
21.87,12,7.5,42,84,28.16,42,0.23,9.26,14.19
20.51,12,5,41,85,29.07,42,0.23,9.26,14.5
21.55,12,7.5,41,82,28.16,43,0.23,11.27,14.6
22.12,12,7.5,42,84,29.57,42,0.23,11.01,14.19
21.87,12,7.5,41,98,29.17,44,0.23,11.27,14.09
22.2,12,7.5,41,96,29.27,36,0.23,11.62,14.29
21.87,12,7.5,41,91,28.06,37,0.23,10.01,14.29
21.71,12,7.5,41,91,29.57,43,0.23,8.35,11.98
22.84,12,7.5,40,100,27.26,114,0.23,7.85,5.45
22.04,12,5,39,100,29.07,70,0.23,7.75,5.95
21.79,12,10,40,90,26.86,0,0.23,8.1,5.35
28.47,13,7.5,38,97,28.87,1,0.23,7.85,6.25
35.7,12,17.5,38,107,26.15,41,0.23,9.46,13.59
64.97,13,20,44,121,41.63,121,0.23,10.16,12.18
38.6,29,15,57,114,30.27,112,0.23,9.91,13.79
40.29,39,10,42,138,32.69,101,0.23,9.26,15.5
49.05,44,10,39,152,32.89,102,0.23,9.56,23.54
46.4,42,15,42,163,28.57,101,0.23,9.05,31.48
59.98,43,12.5,36,209,30.37,101,0.23,10.46,31.98
79.52,43,12.5,33,199,30.07,103,0.23,12.32,34.6
66.17,40,12.5,30,211,33.49,95,0.23,10.06,36.3
64.57,47,12.5,33,206,29.67,88,0.23,9.46,38.82
67.3,40,10,25,226,32.08,81,0.23,9.86,37.31
62.24,40,10,25,231,32.59,71,0.23,9.66,36.81
76.87,40,15,18,212,32.18,63,0.23,10.36,37.41
72.69,37,12.5,8,224,27.36,59,0.23,10.26,37.01
80.89,36,17.5,6,224,30.37,47,0.23,10.21,39.32
58.62,38,12.5,5,237,32.08,41,0.23,10.61,38.62
64.57,36,12.5,1,234,30.07,37,0.23,12.07,36.91
70.11,34,12.5,1,228,27.76,27,0.23,10.01,36.4
61.91,34,10,0,244,27.46,25,0.23,11.37,37.51
55.24,53,10,0,243,32.89,26,0.23,10.56,37.71
53.31,46,7.5,0,214,32.89,17,0.23,11.82,36.3
47.6,34,12.5,0,194,36.91,11,0.23,14.33,36.1
48,41,17.5,0,182,32.28,14,0.23,16.29,36.5
59.74,40,12.5,0,182,31.38,12,0.23,12.42,35.9
50.9,52,12.5,0,208,26.15,9,0.23,11.11,39.22
49.45,50,15,0,206,25.75,8,0.23,11.32,38.62
50.66,38,10,0,209,26.15,5,0.23,11.16,39.42
49.77,35,10,1,205,26.76,2,0.23,11.62,38.51
46.72,31,17.5,3,203,29.27,7,0.23,13.98,37.71
42.38,34,17.5,0,205,37.91,4,0.23,13.93,38.11
38.92,34,10,0,190,41.43,2,0.23,13.63,36.2
38.6,35,10,0,180,39.52,4,0.23,12.97,37.81
40.04,34,10,0,161,44.34,1,0.23,12.32,38.01
39.4,34,12.5,0,145,40.63,4,0.23,13.98,38.01
38.52,35,12.5,0,147,39.92,19,0.23,13.33,40.83
40.13,35,10,0,145,35.3,19,0.23,11.57,40.83
39.8,33,15,0,147,37.21,23,0.23,11.97,39.22
37.95,28,7.5,0,152,34.9,35,0.23,13.02,38.51
36.43,26,7.5,2,147,36.5,41,0.23,12.22,37.91
35.22,25,10,0,142,34.8,24,0.23,13.02,34.49
32.97,23,5,0,126,37.51,32,0.23,13.07,26.45
34.98,22,7.5,8,134,32.99,43,0.23,14.08,26.66
33.21,20,7.5,2,123,23.54,37,0.23,13.53,25.75
28.95,21,5,4,120,24.85,40,0.23,12.22,22.84
29.19,21,7.5,19,127,28.06,73,0.23,12.27,22.64
29.75,20,5,7,119,25.45,55,0.23,12.82,23.84
28.55,17,7.5,12,118,25.35,64,0.23,13.58,22.84
27.9,17,5,21,124,28.26,67,0.23,13.48,22.64
28.63,18,7.5,22,116,27.06,49,0.23,13.73,24.65
31.04,18,5,26,119,27.56,60,0.23,14.88,22.64
29.91,17,5,28,121,27.46,66,0.23,17.8,22.64
28.31,17,7.5,31,107,28.77,71,0.23,15.34,23.14
26.86,17,5,34,111,26.86,76,0.23,12.62,23.34
26.06,17,7.5,39,108,29.67,34,0.23,13.73,22.74
24.37,17,5,40,99,28.46,39,0.23,12.62,21.73
24.93,17,7.5,43,110,31.08,39,0.23,12.22,22.43
23.08,17,5,43,105,28.87,41,0.23,13.48,21.03
24.29,17,5,43,101,31.08,42,0.23,12.87,18.41
24.45,16,7.5,46,110,32.48,43,0.23,15.18,18.31
24.93,16,5,45,97,34.19,36,0.23,16.39,18.41
24.29,17,7.5,44,107,33.19,34,0.23,14.03,16.81
24.85,16,5,44,96,33.99,39,0.23,14.43,8.16
26.62,17,7.5,43,102,34.39,41,0.23,14.03,6.05
25.17,16,7.5,43,97,33.29,41,0.23,14.23,6.86
23.24,17,5,43,97,32.38,41,0.23,15.39,9.87
24.05,16,7.5,41,96,32.69,42,0.23,15.03,9.47
24.13,17,5,42,93,32.08,41,0.23,16.04,9.47
23.32,16,7.5,42,103,32.69,42,0.23,14.83,8.06
25.89,17,5,42,91,30.68,42,0.23,15.44,6.15
25.17,17,7.5,43,99,30.47,41,0.23,18.55,5.75
23.56,16,7.5,42,97,25.85,36,0.23,14.73,6.05
22.76,17,5,41,94,23.94,34,0.23,13.17,6.05
23.64,17,7.5,42,100,25.05,36,0.23,13.73,6.46
23.72,16,7.5,43,90,23.24,42,0.23,12.67,6.05
23.24,16,5,42,99,24.75,46,0.23,11.27,6.56
23.24,17,7.5,42,90,23.04,47,0.23,11.62,7.06
23.56,17,5,42,89,25.25,46,0.23,11.92,7.26
23.4,16,7.5,42,97,22.84,48,0.23,9.91,6.46
23,17,5,42,91,25.65,46,0.23,9.46,6.05
22.92,16,7.5,43,88,23.44,48,0.23,11.01,6.15
23.08,17,7.5,43,98,24.24,47,0.23,8.9,5.95
22.52,16,5,41,89,24.24,42,0.23,9.15,6.05
23.4,17,7.5,43,90,23.64,41,0.23,10.11,6.05
22.68,16,7.5,43,95,23.54,43,0.23,8.7,6.05
23,17,5,41,89,24.44,48,0.23,10.06,5.75
23.48,16,7.5,42,90,23.94,50,0.23,9.61,5.95
22.6,16,7.5,42,96,24.04,48,0.23,10.51,5.95
23.72,16,5,41,93,23.74,49,0.23,10.06,5.85
24.61,17,7.5,42,88,24.14,50,0.23,8.8,5.85
26.3,16,5,42,93,24.55,50,0.23,8.35,5.35
22.6,17,7.5,42,99,24.04,51,0.23,8.4,5.05
24.53,16,5,42,91,23.54,49,0.23,8.9,5.35
25.09,16,7.5,41,90,23.84,42,0.23,8.6,5.35
25.41,17,5,38,99,23.54,39,0.23,8.1,5.75
23.16,16,7.5,39,90,22.94,44,0.23,8.55,5.15
23.64,17,5,37,89,22.03,45,0.23,8.3,5.15
23.32,17,7.5,35,97,22.94,43,0.23,8.2,5.05
23.4,18,5,34,94,21.33,39,0.23,8.75,5.25
23.56,38,7.5,33,89,21.03,37,0.23,8.7,5.15
23.48,32,5,30,89,19.32,31,0.23,8.2,4.95
24.53,32,5,24,99,18.82,26,0.23,8.75,5.95
23.72,33,7.5,20,91,15.1,19,0.23,8.9,6.35
28.23,36,5,16,87,13.99,7,0.23,9.36,11.98
29.67,34,7.5,14,98,11.58,2,0.23,8.95,11.48
27.66,34,5,9,87,10.68,0,0.23,11.67,10.88
25.25,32,7.5,6,94,8.16,0,0.23,9.71,8.26
25.17,32,5,0,93,8.47,0,0.23,9.2,9.07
26.14,31,5,1,89,6.76,0,0.23,9.36,11.78
26.38,31,7.5,0,99,6.05,0,0.23,9.96,9.07
27.02,30,5,0,88,4.24,0,0.23,11.16,9.87
26.62,29,5,0,99,5.45,0,0.23,9.56,9.47
26.38,29,7.5,0,90,3.44,0,0.23,9.91,9.27
26.22,28,5,0,102,4.04,0,0.23,9.86,9.67
26.94,28,5,0,95,3.14,0,0.23,9.51,11.08
25.09,27,7.5,0,92,2.54,0,0.23,12.57,10.88
23.88,31,5,0,102,2.94,0,0.23,13.48,12.18
24.69,29,7.5,0,90,1.73,0,0.23,13.22,11.58
24.45,29,5,0,103,2.84,0,0.23,17.19,13.29
23.32,31,5,0,101,1.83,0,0.23,13.68,13.19
24.85,28,7.5,0,101,2.84,0,0.23,12.97,13.59
23.72,25,5,0,107,1.93,3,0.23,11.67,12.99
24.13,29,7.5,0,100,1.83,0,0.23,12.82,20.32
25.25,24,5,0,104,2.54,2,0.23,17.55,20.53
25.89,26,7.5,0,104,6.35,20,0.23,15.99,21.13
23.8,25,5,0,104,2.44,0,0.23,12.52,20.63
24.37,24,7.5,4,103,2.03,0,0.23,11.87,19.72
25.09,23,5,0,102,5.65,8,0.23,11.97,21.43
27.02,23,7.5,5,106,4.04,5,0.23,14.88,21.13
25.25,23,5,3,102,3.14,2,0.23,13.53,21.23
23.88,23,5,6,105,5.85,17,0.23,13.98,21.63
25.57,25,7.5,3,102,5.45,8,0.23,13.73,19.62
23.72,23,7.5,1,100,4.65,3,0.23,14.48,21.33
24.29,17,7.5,0,102,5.95,0,0.23,12.97,21.43
24.21,17,7.5,0,101,7.36,10,0.23,12.87,22.84
28.31,16,7.5,5,104,8.26,8,0.23,12.97,22.23
27.26,14,5,0,107,8.26,1,0.23,14.03,21.53
28.31,15,7.5,6,106,11.98,41,0.23,14.88,21.93
26.78,13,7.5,0,107,19.92,54,0.23,13.83,20.32
27.58,14,7.5,10,106,13.79,21,0.23,13.98,20.42
25.17,14,5,0,107,15.8,25,0.23,15.03,20.53
26.22,14,7.5,1,106,15.2,12,0.23,15.59,19.72
24.93,15,5,7,104,17.41,1,0.23,15.03,18.21
24.69,14,7.5,3,109,17.91,0,0.23,14.78,19.22
27.02,11,5,24,106,20.83,1,0.23,12.82,19.82
25.33,10,7.5,23,108,20.42,0,0.23,12.82,18.82
24.69,10,5,22,104,23.84,1,0.23,16.69,18.52
28.31,10,7.5,26,106,22.03,0,0.23,21.01,19.02
25.65,9,5,29,106,27.76,1,0.23,18.15,17.01
25.41,9,7.5,35,105,24.04,0,0.23,15.79,19.52
24.77,10,5,36,106,23.74,1,0.23,14.48,18.92
25.01,9,7.5,37,99,24.24,0,0.23,19.91,16.3
25.25,9,5,40,102,22.74,1,0.23,19.31,15.5
23.88,8,5,42,105,25.45,0,0.23,17.4,18.62
24.85,9,7.5,42,97,23.34,1,0.23,14.78,17.51
23.8,8,5,43,105,25.25,0,0.23,14.88,17.81
23.8,9,7.5,43,105,23.34,1,0.23,15.34,17.61
24.05,9,5,42,95,25.55,0,0.23,16.34,16.3
23.72,8,7.5,43,103,23.24,1,0.23,16.44,17.51
23.88,9,5,44,99,25.05,1,0.23,16.14,12.18
23.32,9,7.5,42,99,23.24,0,0.23,16.34,9.17
24.05,8,5,43,100,25.85,1,0.23,16.64,7.66
25.73,9,7.5,44,92,23.04,0,0.23,16.84,6.35
23.72,9,5,43,105,25.05,1,0.23,14.93,7.76
23.16,8,7.5,44,90,23.74,0,0.23,15.39,6.05
23.4,9,7.5,43,102,24.65,1,0.23,15.13,6.15
23,8,5,42,94,23.54,0,0.23,14.33,5.55
23.16,9,7.5,43,100,24.44,1,0.23,14.53,5.85
24.13,9,7.5,43,96,23.84,0,0.23,14.03,5.95
23.48,8,5,43,95,23.74,1,0.23,14.53,5.85
23.4,9,7.5,43,97,24.95,0,0.23,12.52,5.95
22.84,8,5,42,93,22.74,1,0.23,11.21,5.85
23.48,9,7.5,43,99,25.25,1,0.23,11.72,6.15
23.72,9,7.5,42,89,23.34,0,0.23,11.16,6.15
23.88,9,5,43,101,24.55,1,0.23,10.76,5.95
23.72,8,7.5,42,92,23.54,0,0.23,10.81,5.95
22.92,9,5,42,93,25.05,1,0.23,10.31,6.05
24.53,8,7.5,43,99,23.44,0,0.23,10.21,6.05
23.08,9,7.5,43,91,24.65,1,0.23,10.01,5.85
23.56,8,5,43,99,24.34,0,0.23,9.15,5.95
23.24,9,7.5,42,91,23.54,1,0.23,9.56,6.05
23.08,8,7.5,43,91,23.94,0,0.23,9.86,5.75
25.41,9,5,42,101,23.24,1,0.23,9.81,5.75
24.69,9,7.5,42,92,25.25,0,0.23,9,6.46
24.53,9,7.5,42,91,23.14,1,0.23,11.42,5.25
24.21,8,5,42,96,24.85,0,0.23,10.16,5.35
23.08,9,7.5,42,94,22.94,1,0.23,9.56,5.35
23.16,8,7.5,43,89,25.05,1,0.23,9.36,5.25
23.64,9,5,41,97,23.04,0,0.23,9.36,4.95
23.16,9,7.5,41,93,23.54,1,0.23,9.2,5.05
26.22,8,5,40,88,23.74,0,0.23,9.76,5.15
25.81,9,7.5,39,93,22.43,1,0.23,9.41,5.35
23.56,8,5,37,91,22.84,0,0.23,11.21,5.55
22.92,9,7.5,37,89,21.63,1,0.23,13.02,5.15
23.16,9,5,34,91,22.33,1,0.23,11.27,5.45
22.92,9,5,30,93,19.92,0,0.23,9.71,6.35
22.84,10,7.5,28,87,20.53,1,0.23,9.31,6.15
24.21,9,5,23,95,16.51,0,0.23,7.85,6.46
25.81,10,7.5,18,91,16.71,1,0.23,8.05,9.87
28.23,9,5,12,88,12.99,0,0.23,7.9,11.38
25.17,10,7.5,9,95,11.18,1,0.23,9.56,11.18
25.97,11,5,3,88,9.77,0,0.23,8.45,10.98
23.72,11,7.5,1,102,9.27,3,0.23,9.15,11.78
24.85,12,5,0,86,6.86,60,0.23,9.56,10.48
23.72,11,5,0,99,7.56,1,0.23,9.05,11.68
23.8,11,7.5,0,92,5.25,0,0.23,10.26,11.18
23.88,11,5,0,95,5.45,0,0.23,12.72,11.48
26.06,12,7.5,0,101,3.14,0,0.23,12.97,15
25.57,11,5,0,99,4.85,0,0.23,10.66,12.69
23.96,11,7.5,0,103,2.94,0,0.23,9.71,15.1
23.72,11,5,0,101,3.94,0,0.23,9.86,14.6
23.08,11,5,0,101,2.84,0,0.23,10.61,16.3
23.96,11,7.5,0,100,2.54,0,0.23,14.43,17.51
23.16,12,5,0,102,3.14,0,0.23,11.37,16.1
24.29,10,7.5,0,101,2.23,0,0.23,11.72,16.51
23.48,11,5,0,99,2.94,0,0.23,12.37,16.81
24.93,10,5,0,102,2.13,0,0.23,13.98,17.31
24.05,9,7.5,0,103,3.04,0,0.23,15.64,17.01
24.53,9,5,1,100,1.93,0,0.23,11.72,15.9
23.32,9,7.5,5,97,2.84,0,0.23,14.03,17.51
24.61,9,5,6,102,5.65,5,0.23,11.77,18.21
23.96,8,5,0,104,14.5,19,0.23,12.02,17.31
23.88,9,7.5,0,101,8.97,9,0.23,12.37,16.51
23.64,9,5,11,99,5.85,3,0.23,12.92,18.41
23.56,9,7.5,0,101,2.84,0,0.23,14.03,18.11
24.93,9,5,0,104,3.44,0,0.23,13.63,18.11
23.72,9,5,0,99,4.04,0,0.23,13.22,18.31
23.72,9,7.5,0,102,3.54,2,0.23,16.64,18.62
23.08,8,5,0,100,6.66,0,0.23,15.99,17.61
23.48,9,7.5,3,103,8.87,7,0.23,15.54,16.3
24.21,9,5,4,102,7.46,0,0.23,13.73,16.71
24.45,9,7.5,11,106,6.46,0,0.23,15.49,16.4
25.25,8,5,0,103,8.97,0,0.23,15.99,17.61
26.38,9,7.5,0,107,9.37,0,0.23,13.88,15.5
26.54,9,5,20,103,15.4,6,0.23,14.43,15.5
25.89,9,7.5,12,106,19.12,12,0.23,15.54,17.71
23.64,8,5,0,109,21.63,27,0.23,13.58,21.13
23.56,9,7.5,0,103,22.03,29,0.23,13.68,20.32
25.17,9,5,5,106,21.23,31,0.23,13.63,21.33
26.54,8,5,6,103,20.83,36,0.23,15.44,17.91
30.32,9,7.5,12,107,23.74,41,0.23,14.88,20.12
39,9,5,13,104,21.23,40,0.23,15.44,19.22
36.67,9,7.5,13,101,23.44,43,0.23,16.74,16.91
36.11,8,5,33,96,22.84,45,0.23,17.3,18.31
38.6,9,5,41,105,24.44,47,0.23,17.3,20.53
36.51,9,7.5,42,100,23.54,47,0.23,16.34,18.72
36.99,8,5,43,96,23.74,47,0.23,15.59,20.73
37.31,9,7.5,44,104,24.44,40,0.23,15.29,20.73
37.39,8,5,43,94,22.94,40,0.23,15.94,18.92
35.78,9,5,44,102,24.65,42,0.23,18.15,18.62
37.63,8,7.5,44,95,23.64,47,0.23,17.75,21.53
38.28,9,7.5,43,97,23.34,43,0.23,16.04,19.32
37.63,9,5,43,102,24.95,42,0.23,16.74,16.91
35.3,8,5,44,94,23.64,43,0.23,16.59,17.51
24.05,9,7.5,43,103,23.94,42,0.23,16.74,12.38
23.56,9,5,43,92,24.95,45,0.23,16.69,7.36
23.08,9,5,43,106,23.14,44,0.23,16.44,7.26
24.85,8,7.5,43,93,24.75,43,0.23,15.13,7.26
24.53,9,5,43,101,24.75,38,0.23,15.18,6.15
23.24,8,5,43,96,23.44,38,0.23,14.38,5.95
22.76,9,7.5,43,100,24.55,44,0.23,15.89,6.56
22.44,8,5,44,96,24.14,51,0.23,13.83,9.47
23.32,9,7.5,44,95,23.34,52,0.23,12.92,10.48
23.24,8,5,44,101,24.85,51,0.23,12.47,13.59
21.15,10,5,43,92,22.74,52,0.23,11.97,14.7
22.04,8,7.5,45,102,24.65,52,0.23,11.21,14.7
21.39,9,5,44,92,23.44,51,0.23,10.46,14.7
23.64,8,7.5,43,101,23.84,50,0.23,11.21,14.6
24.05,9,5,44,94,23.94,51,0.23,10.36,14.6
21.71,9,7.5,43,90,23.74,47,0.23,10.61,14.5
21.47,9,5,42,101,25.45,44,0.23,10.71,14.29
20.91,8,5,42,92,22.74,47,0.23,10.21,14.39
21.55,9,7.5,44,93,24.24,52,0.23,9.81,14.5
21.47,8,5,43,98,23.84,52,0.23,9.81,14.29
22.36,9,7.5,43,91,23.34,51,0.23,9.61,14.5
22.6,9,5,44,90,24.95,51,0.23,9.51,14.39
23.08,8,7.5,43,98,23.44,52,0.23,10.01,14.6
21.31,9,5,42,88,23.84,52,0.23,11.72,14.5
21.39,9,7.5,43,90,23.84,52,0.23,11.21,14.7
21.79,8,5,43,99,23.84,51,0.23,10.61,14.5
24.05,9,7.5,43,90,24.65,46,0.23,9.76,14.8
23,9,5,43,90,23.44,42,0.23,9.66,15.6
22.92,8,5,42,106,24.14,44,0.23,9.05,16
21.71,9,7.5,43,97,23.64,47,0.23,9.15,15.1
21.95,9,5,42,105,23.94,51,0.23,9.91,14.7
21.63,9,5,43,107,25.15,124,0.23,9.36,13.09
20.91,8,7.5,41,105,23.74,129,0.23,10.01,12.99
21.79,9,5,42,107,25.15,128,0.23,9.26,13.49
36.35,9,7.5,45,104,21.93,126,0.23,8.85,14.29
34.1,8,15,40,118,23.04,127,0.23,8.95,18.92
33.61,9,15,45,124,37.31,130,0.23,10.61,18.01
40.69,9,15,52,135,26.96,125,0.23,10.91,17.81
66.26,8,15,57,158,27.16,120,0.23,10.06,19.32
47.92,9,10,55,165,26.25,123,0.23,10.91,27.86
66.42,9,12.5,51,171,23.84,124,0.23,10.86,28.26
64.25,8,10,46,196,21.83,122,0.23,10.41,26.56
60.55,9,12.5,38,206,26.86,115,0.23,10.61,27.36
63.04,9,10,41,232,25.65,116,0.23,11.27,29.57
82.5,9,12.5,34,247,28.26,106,0.23,11.97,25.75
76.95,8,12.5,31,248,30.27,107,0.23,10.26,25.95
79.76,9,15,31,243,28.97,92,0.23,10.56,26.25
73.33,9,15,28,242,29.97,79,0.23,10.91,27.96
68.51,8,15,25,262,29.47,74,0.23,11.52,28.26
81.93,9,7.5,20,253,31.08,68,0.23,12.52,28.26
85.47,9,12.5,13,250,35,52,0.23,11.27,27.56
87.88,9,12.5,12,249,32.59,55,0.23,12.37,28.57
83.78,8,15,12,250,28.46,50,0.23,14.13,28.87
81.13,9,20,3,247,29.47,43,0.23,11.62,30.17
86.52,9,10,1,240,31.78,32,0.23,11.42,33.09
79.92,8,12.5,1,218,35.5,34,0.23,12.42,31.38
69.23,9,10,0,228,34.7,26,0.23,13.28,29.07
75.66,9,10,1,219,38.92,20,0.23,13.48,29.27
61.91,9,12.5,0,215,36.61,9,0.23,11.77,29.87
75.98,8,17.5,0,233,21.43,12,0.23,13.07,30.37
65.69,9,10,0,255,24.65,22,0.23,12.97,29.17
74.13,9,12.5,0,262,27.56,23,0.23,13.12,36
67.7,8,12.5,0,240,31.38,18,0.23,13.68,37.91
70.36,9,10,0,243,39.12,23,0.23,12.67,36
71.72,8,12.5,0,241,41.23,23,0.23,14.08,34.39
67.62,9,12.5,0,234,40.12,20,0.23,12.87,32.89
66.01,9,12.5,0,223,40.22,20,0.23,12.47,32.08
62.56,8,20,0,228,60.42,22,0.23,13.33,31.38
60.14,9,15,0,240,52.58,33,0.23,12.62,31.98
56.93,9,15,0,235,57.51,33,0.23,14.63,31.18
54.52,9,10,0,233,56.1,15,0.23,13.17,30.68
52.67,8,10,0,235,48.87,25,0.23,13.58,30.98
58.22,9,10,0,209,39.62,24,0.23,15.39,31.28
55.88,9,10,0,164,38.82,18,0.23,12.37,29.87
52.59,9,10,0,148,34.09,18,0.23,12.27,28.87
43.58,9,7.5,0,142,27.36,23,0.23,12.82,21.43
42.54,9,10,0,135,30.37,22,0.23,19.2,18.52
34.82,8,7.5,0,127,25.95,24,0.23,18.9,17.81
31.84,9,10,1,124,23.64,30,0.23,17.4,18.31
31.68,9,7.5,0,121,26.15,71,0.23,19.46,16.81
30.16,8,10,5,121,25.45,53,0.23,16.99,14.9
27.9,9,7.5,10,113,24.65,52,0.23,16.74,16.1
27.66,9,7.5,14,113,25.55,60,0.23,19.15,15
28.47,8,7.5,19,112,23.84,64,0.23,19.71,15
28.87,9,10,23,113,26.56,64,0.23,19.31,16
28.55,9,7.5,28,112,25.85,66,0.23,16.89,9.87
26.78,8,7.5,34,110,25.85,76,0.23,14.58,9.97
25.17,9,7.5,36,114,26.76,84,0.23,14.83,11.98
22.04,9,10,40,109,25.65,89,0.23,18.6,12.99
24.53,8,7.5,43,112,27.86,85,0.23,17.5,13.29
22.6,9,7.5,44,101,27.36,42,0.23,14.13,12.79
23.24,9,7.5,43,105,27.06,39,0.23,13.98,12.49
21.31,9,10,47,111,27.06,40,0.23,14.03,13.79
22.6,9,7.5,47,96,28.26,42,0.23,14.58,11.48
22.6,9,7.5,45,108,26.86,43,0.23,16.59,17.91
22.2,8,7.5,45,97,27.36,37,0.23,14.48,17.01
22.2,8,10,44,110,26.35,32,0.23,14.78,11.98
22.68,9,7.5,44,96,27.36,35,0.23,16.64,8.87
23.32,9,7.5,44,103,25.75,41,0.23,15.18,9.07
25.41,8,7.5,43,101,26.76,41,0.23,15.03,9.97
23.32,9,10,45,100,26.45,42,0.23,14.18,10.07
21.87,9,7.5,42,101,25.75,46,0.23,14.38,10.17
24.29,9,7.5,44,94,27.16,46,0.23,18.25,9.67
22.36,8,7.5,42,107,25.25,49,0.23,16.09,9.67
20.83,9,7.5,42,95,27.46,48,0.23,15.23,10.07
21.23,9,7.5,43,106,25.15,49,0.23,14.23,9.97
21.31,9,7.5,44,92,27.06,43,0.23,15.13,9.97
21.15,8,7.5,43,106,25.35,42,0.23,14.48,9.97
21.23,9,7.5,43,96,26.66,45,0.23,14.23,10.27
20.67,9,7.5,44,99,25.55,50,0.23,13.53,10.17
21.31,8,7.5,43,99,26.05,51,0.23,12.37,10.17
20.99,9,7.5,44,95,24.55,52,0.23,11.06,10.98
20.27,9,7.5,44,101,24.75,52,0.23,10.81,12.59
20.75,8,7.5,43,92,25.05,51,0.23,10.11,12.38
23.16,9,7.5,43,100,24.75,52,0.23,9.96,12.49
21.63,9,7.5,44,95,24.44,53,0.23,9.51,12.59
20.75,8,5,42,91,25.35,54,0.23,10.01,12.38
21.31,9,7.5,43,100,23.64,48,0.23,12.22,12.69
20.51,9,7.5,43,91,25.05,47,0.23,10.46,13.49
20.43,9,7.5,43,95,24.65,51,0.23,9.86,13.49
21.15,8,7.5,43,98,24.44,53,0.23,9.1,13.39
20.99,9,7.5,43,92,24.95,52,0.23,8.75,13.09
21.79,9,5,44,93,24.65,53,0.23,9.26,12.89
21.15,8,7.5,41,104,25.45,52,0.23,8.55,12.99
23.8,9,7.5,43,103,23.94,50,0.23,9,14.29
24.13,9,7.5,44,106,25.25,50,0.23,9.1,15.4
21.15,8,7.5,42,103,23.84,51,0.23,8.75,13.99
25.65,9,5,42,110,26.25,125,0.23,8.55,10.48
29.27,9,7.5,42,112,24.55,130,0.23,8.5,10.58
42.22,9,10,41,106,25.75,127,0.23,8.55,9.17
32.89,9,7.5,41,113,23.14,123,0.23,8,10.88
49.45,8,12.5,41,113,26.35,130,0.23,8.2,13.19
34.42,10,10,42,121,38.21,127,0.23,8.8,12.49
38.6,25,10,52,134,36.61,124,0.23,9.96,13.49
48.41,36,10,57,146,36.2,121,0.23,9.61,15.3
86.27,36,15,52,174,35.7,118,0.23,10.01,24.55
83.94,40,17.5,49,175,34.49,114,0.23,12.32,26.25
72.85,45,17.5,41,200,34.9,108,0.23,12.27,28.06
67.54,39,17.5,44,209,35.9,110,0.23,11.16,29.37
62.4,35,12.5,36,229,37.71,99,0.23,12.67,32.59
70.92,34,10,50,229,39.02,93,0.23,12.37,32.08
72.12,37,17.5,35,228,40.73,84,0.23,10.76,31.98
85.47,34,10,14,234,36.71,76,0.23,11.67,31.98
77.75,37,12.5,16,231,39.52,65,0.23,12.72,32.18
77.11,38,10,13,235,41.33,58,0.23,14.08,32.28
86.11,36,12.5,6,251,40.02,55,0.23,13.48,33.29
82.58,34,15,3,272,42.23,50,0.23,14.88,32.48
68.1,32,10,0,267,37.61,50,0.23,15.44,33.59
66.5,31,12.5,0,255,34.49,42,0.23,13.73,32.18
64.16,34,15,0,255,39.72,33,0.23,13.02,32.69
66.82,37,10,1,247,36.4,33,0.23,12.37,33.19
70.19,32,10,0,230,28.46,26,0.23,12.07,32.38
74.05,33,12.5,0,230,30.98,26,0.23,14.53,29.47
73.49,37,10,0,230,35.5,18,0.23,14.23,29.07
75.42,38,15,0,221,37.41,22,0.23,15.08,32.08
